session,pass,label,wav_path,file,duration_s,f0_mean_hz,f0_median_hz,f0_sd_hz,f0_p10_hz,f0_p90_hz,f0_span_st,f0_floor_used,f0_ceiling_used,f0_n_frames,f0_window_s,f0_time_step_s,f0_octave_jump_cost,f0_shs_anchor_hz,f0_anchor_confidence,f0_octave_jump_rate,f0_frames_repaired,f0_frames_repaired_shs,f0_pct_voiced,f0_quality_flag,hnr_db,jitter_local_pct,shimmer_local_pct,shimmer_local_db,cpps_db,formant_ceiling_hz,formant_smoothness,f1_median_hz,f2_median_hz,f3_median_hz,formant_n_plausible_ceilings,formant_flag,shr_mean,shr_median,shr_p90,shr_doubling_rate,shr_octave_risk_rate,shr_n_frames,creak_sonorant_restricted,creak_low_f0_hz,creak_f0_irregularity_pct,creak_hnr_db,creak_period_doubling_shr,creak_doubling_rate,creak_subtype_hint,h1_h2_db,h1s_h2s_db,h1_a3_db,creak_f0_median_hz,creak_f0_p10_hz,creak_f0_p90_hz,creak_f0_pct_voiced,creak_shr_median,creak_shr_mean,rms_level
s01,C_creak,carrier,data/calibration/s01_passC_creak_carrier.wav,s01_passC_creak_carrier.wav,2.2662708333333335,109.29332715681078,110.71305822514195,18.06369348280802,87.22815144919068,130.41134366981296,6.962443736978429,57.96531446835233,189.54558847052945,60,0.05175508884089515,0.012938772210223787,0.35,110.69324446676593,0.9245496463233531,0.0,4,2,34.883720930232556,,6.042305742604438,2.2361093775313865,9.905184003617395,0.8634889542909467,7.034237725561016,5000.0,0.16358207074416606,631.2320111069134,1991.6024106766154,2741.5892784484777,13,,0.3144200379410823,0.20038181019276863,0.71951451090816,0.40789473684210525,0.2894736842105263,76,False,87.22815144919068,2.2361093775313865,6.042305742604438,0.20038181019276863,0.40789473684210525,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04733621080598422
s01,C_creak,creak_cal,data/calibration/s01_passC_creak_creak_cal.wav,s01_passC_creak_creak_cal.wav,3.981895833333333,636.2421369663653,645.5329285713494,38.602661426619605,588.3052134296604,670.8209019274051,2.2723538519787354,353.53348464752355,750.0,1370,0.01697151828767241,0.0021214397859590515,0.35,,0.0,0.01095690284879474,3,0,73.30123060460139,no_anchor,8.342315870980016,5.937076717619563,20.36868028043268,1.7475481102116583,5.287720882939801,4500.0,0.026949555048315005,657.9993798621537,1082.8847927733543,2611.202503349833,13,,0.33789204593172373,0.31638677381402996,0.47619038173564027,0.6609442060085837,0.36909871244635195,233,False,588.3052134296604,5.937076717619563,8.342315870980016,0.31638677381402996,0.6609442060085837,multiply_pulsed;irregular_f0,-2.6610094061764578,-3.2212441651030232,-5.368594041668967,57.6506643300962,40.51603038143689,130.01675482094262,34.92822966507177,0.6125814793381453,0.6702795494633422,0.03154237643677124
s01,C_creak,glide,data/calibration/s01_passC_creak_glide.wav,s01_passC_creak_glide.wav,3.428916666666667,152.1274881241535,133.55786220313607,57.762894712261485,94.28772475670637,261.05437245804404,17.630501495789645,57.19550454198425,313.92794390704887,229,0.10490334945110436,0.013112918681388044,0.35,135.9812752785382,0.8503586882646658,0.0,0,0,90.15748031496064,,10.828107753692782,1.3769478108975166,6.630869899798291,0.6659565867863388,13.714771460179666,4500.0,0.05494154619224432,647.2147254512706,1157.693110975569,2674.748731002406,13,,0.13683110055724634,0.07431420412763788,0.3413260158288996,0.1388888888888889,0.09876543209876543,324,False,94.28772475670637,1.3769478108975166,10.828107753692782,0.07431420412763788,0.1388888888888889,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04211646512963434
s01,C_creak,roomtone,data/calibration/s01_passC_creak_roomtone.wav,s01_passC_creak_roomtone.wav,5.0283541666666665,59.048514103667536,59.35271358809785,4.313807168927931,53.76350509473661,66.31715788364862,3.6330597861030247,41.22432691791815,96.86080839261074,58,0.1455451295043971,0.018193141188049638,0.35,59.3388423313406,0.5608624789426349,0.0,4,2,21.561338289962826,period_doubling_present,1.7150660916613354,8.135516502275012,22.68676008867729,1.9873243805392904,3.7558005334773066,5500.0,0.039637624002341186,1101.2380118236683,2248.741990648973,2900.2914109990406,13,,0.5608785286668364,0.5566241763024449,0.6918988639504293,1.0,0.9879518072289156,166,False,53.76350509473661,8.135516502275012,1.7150660916613354,0.5566241763024449,1.0,multiply_pulsed;irregular_f0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0009169868207551076
s01,C_creak,sustained_a,data/calibration/s01_passC_creak_sustained_a.wav,s01_passC_creak_sustained_a.wav,4.178729166666667,129.94496909314245,129.975325105738,1.9639855063704679,128.29319099006534,131.8710394494411,0.476197945802871,96.7323371708619,196.47209121111274,535,0.03101341379461337,0.007753353448653343,0.35,129.9620924846916,0.9652749132243923,0.0,0,0,100.0,,18.080032643698136,0.35402350814421724,2.874564509059157,0.2586480731248454,18.22851726360784,3750.0,0.03321910521597184,662.6890950452677,1294.3266454075888,2487.899682196641,13,,0.033546344730932286,0.03269172996472912,0.0437082100446153,0.0,0.0,410,False,128.29319099006534,0.35402350814421724,18.080032643698136,0.03269172996472912,0.0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.047824879005012325
s02,A_modal,carrier,data/calibration/s02_passA_modal_carrier.wav,s02_passA_modal_carrier.wav,2.1818541666666667,106.17308074908043,103.42044840164003,15.955020510329195,90.27682488606128,132.56095272532895,6.6507395131356635,52.26888697114753,174.71420034795432,74,0.11479104200768624,0.01434888025096078,0.35,103.22251014700575,0.8077359222470029,0.0,0,0,51.03448275862069,,6.319077034262128,3.027146149581393,15.807284422575929,1.2016016690482982,8.142767197678223,4750.0,0.20909529569855193,506.96617665076656,1470.9218371561697,2532.706242724075,13,,0.33307088417122105,0.3112683270053738,0.5876294494156747,0.5545454545454546,0.37272727272727274,110,False,90.27682488606128,3.027146149581393,6.319077034262128,0.3112683270053738,0.5545454545454546,multiply_pulsed;irregular_f0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04752273371998526
s02,A_modal,creak_cal,data/calibration/s02_passA_modal_creak_cal.wav,s02_passA_modal_creak_cal.wav,5.080166666666667,630.8895381812537,633.0605461888389,28.93126463956271,616.9514008360488,648.698911329294,0.8687060318330363,350.6143717802865,750.0,1911,0.01711281819263221,0.0021391022740790263,0.35,,0.0,0.0193717277486911,16,0,80.73510773130545,no_anchor,11.115288302350674,4.5293079666349225,17.345911498642753,1.5550705380959073,5.502825865189151,4500.0,0.019317333374379398,629.2788176372374,1084.741012349612,2585.2241085471114,13,,0.2638488364797896,0.24402693520197483,0.42992872001400273,0.38764044943820225,0.22191011235955055,356,False,616.9514008360488,4.5293079666349225,11.115288302350674,0.24402693520197483,0.38764044943820225,,-12.4530901732136,-14.008788329625979,-9.286238380649667,126.44550417027695,47.50220671421962,127.58938488928217,65.91760299625469,0.6418972064505154,0.6564314421740648,0.05089539273303781
s02,A_modal,glide,data/calibration/s02_passA_modal_glide.wav,s02_passA_modal_glide.wav,3.761270833333333,153.14133837952738,138.2175236148971,56.4157016514772,92.1685902398422,247.29931948104505,17.086934164710108,58.719847771815836,372.5116444811835,287,0.1021801014082305,0.012772512676028813,0.8,139.37025023996196,0.9400228055120176,0.006993006993006993,6,3,100.0,,15.95016656323186,0.599022555742552,4.940587411528442,0.4884236524369056,16.356496625457094,5000.0,0.04210188327510216,593.9306575323712,1282.18094312138,2579.6511662616285,13,,0.07740199507060677,0.04988424092602551,0.16508920235365315,0.03333333333333333,0.027777777777777776,360,False,92.1685902398422,0.599022555742552,15.95016656323186,0.04988424092602551,0.03333333333333333,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.040299882061539304
s02,A_modal,roomtone,data/calibration/s02_passA_modal_roomtone.wav,s02_passA_modal_roomtone.wav,5.028333333333333,52.78740339818871,51.97890931953021,5.894293188100743,45.957225692530656,61.21062965053841,4.961885993711434,40.0,84.37292830887733,207,0.15,0.01875,0.35,55.581972096455814,0.5585038109956353,0.009708737864077669,0,0,79.3103448275862,period_doubling_present,5.389328221108274,8.753226980126234,17.639813551723112,1.80653793998274,3.3902711359620246,4250.0,0.1634257975459623,1003.7736257607546,1667.8717987400414,2798.3622926515545,6,,0.6700624257494681,0.6667826034882356,0.8947801016052468,1.0,0.989501312335958,381,False,45.957225692530656,8.753226980126234,5.389328221108274,0.6667826034882356,1.0,multiply_pulsed;irregular_f0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0012067132817110298
s02,A_modal,sustained_a,data/calibration/s02_passA_modal_sustained_a.wav,s02_passA_modal_sustained_a.wav,5.058458333333333,122.6054974614822,122.72818030382878,1.5701667479605228,120.61161474147046,124.49230728126062,0.5482530409163744,91.33316089193568,185.3645580735865,609,0.06569355468928892,0.008211694336161115,0.35,122.7354105920746,0.9699726860498608,0.0,0,0,100.0,,17.474037344836763,0.34053294888572494,3.7912485190663774,0.35129632880109113,18.007261435310635,5000.0,0.01328448968287779,595.6841145261795,1233.0874379557602,2562.3561450819625,13,,0.04283574595725317,0.03977720661370696,0.06449191243102585,0.0,0.0,497,False,120.61161474147046,0.34053294888572494,17.474037344836763,0.03977720661370696,0.0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.035283775814722904
s02,B_natural,carrier,data/calibration/s02_passB_natural_carrier.wav,s02_passB_natural_carrier.wav,2.7121458333333335,116.16566671169019,111.64127283711687,20.855877613684786,91.62061855522369,153.50939075656277,8.934992465379157,77.67439271787123,290.89125853979124,98,0.03862276736294024,0.00965569184073506,0.35,111.75411305380712,0.5174411004124646,0.0,0,0,35.37906137184115,,8.002943202949988,3.2640053313323016,15.124288981548464,1.3865689293043695,7.289266736486042,5250.0,0.20198534719509198,626.903024343382,2159.350285251623,2732.8466563040083,13,,0.31078274790812394,0.22505337732939693,0.6718200254545311,0.38144329896907214,0.29896907216494845,97,False,91.62061855522369,3.2640053313323016,8.002943202949988,0.22505337732939693,0.38144329896907214,irregular_f0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03231953795087665
s02,B_natural,creak_cal,data/calibration/s02_passB_natural_creak_cal.wav,s02_passB_natural_creak_cal.wav,5.0928125,654.0778368854184,653.7278644319849,32.45336286905423,627.9649158412772,689.0634062530034,1.6074334132096546,361.23130008345566,750.0,1806,0.016609856340283394,0.0020762320425354243,0.35,,0.0,0.017174515235457065,17,0,73.86503067484662,no_anchor;period_doubling_present,6.913079393216496,6.1877045841712786,22.012241490059527,1.8240026011247368,6.020370490394247,4500.0,0.011955108731764206,663.3513609978115,1116.5239077024098,2624.6323710981196,13,,0.39588880060133197,0.38419807454292215,0.49202261798492686,0.9367469879518072,0.713855421686747,332,False,627.9649158412772,6.1877045841712786,6.913079393216496,0.38419807454292215,0.9367469879518072,multiply_pulsed;irregular_f0,-7.285441701428262,-7.841544491456627,-2.491177355531292,51.89309458772608,43.44626672287029,61.724911271922714,29.850746268656717,0.566249289146809,0.5982716887541961,0.057908485521164316
s02,B_natural,glide,data/calibration/s02_passB_natural_glide.wav,s02_passB_natural_glide.wav,3.1038958333333335,194.505010123993,167.32293360549392,76.27361677444456,109.79760952854846,320.18436350888976,18.52867451260731,94.89609370492582,379.6346189694781,386,0.03161352467603498,0.007903381169008745,0.35,162.64908640435073,0.3690905278582659,0.007792207792207792,0,0,99.22879177377892,anchor_unreliable,19.04436276216316,1.626499085328464,6.576386980595548,0.6369148434649087,17.06557715064672,5000.0,0.02440479745274377,628.3930180300906,1209.0681067736048,2676.816031845916,13,,0.11965615589763057,0.04709313074569764,0.4314789739001928,0.14950166112956811,0.11960132890365449,301,False,109.79760952854846,1.626499085328464,19.04436276216316,0.04709313074569764,0.14950166112956811,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09542519568024045
s02,B_natural,roomtone,data/calibration/s02_passB_natural_roomtone.wav,s02_passB_natural_roomtone.wav,5.003708333333333,59.0037830459506,58.78432160744662,7.062479161070921,50.86468313030288,66.57633146047085,4.660140942949312,40.0,140.06951256080202,135,0.15,0.01875,0.8,59.747569876439904,0.5519810710023985,0.014925373134328358,1,1,52.12355212355212,period_doubling_present,2.267608983438043,9.261900809344334,22.766717722608814,1.7338239070467756,3.9174150955687663,4750.0,0.15471906613909214,1160.1338170642248,2202.780122053872,3173.796292089773,6,,0.7550726654996236,0.7450588742328811,1.0195816257984003,1.0,0.9847094801223242,327,False,50.86468313030288,9.261900809344334,2.267608983438043,0.7450588742328811,1.0,multiply_pulsed;irregular_f0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0014147472378475128
s02,B_natural,sustained_a,data/calibration/s02_passB_natural_sustained_a.wav,s02_passB_natural_sustained_a.wav,4.053145833333334,150.37066100104894,150.1441971792289,2.0467541295764793,148.26361621092093,152.68102028367144,0.508273530973111,111.83703863349734,227.2751182925584,601,0.026824744616417644,0.006706186154104411,0.35,150.13733232359306,0.9801870621996883,0.0,0,0,100.0,,21.968351053165115,0.2769792997045234,2.7554955063213864,0.2757641215540403,19.659293597896184,5250.0,0.013110033790352284,575.3854471119906,1241.4129412212528,2617.040314971381,13,,0.0271217349825469,0.025281701642432847,0.03708079341756287,0.0,0.0,398,False,148.26361621092093,0.2769792997045234,21.968351053165115,0.025281701642432847,0.0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.07869506573873564
s02,C_creak,carrier,data/calibration/s02_passC_creak_carrier.wav,s02_passC_creak_carrier.wav,3.3901666666666666,122.61935967174594,120.99994622829821,27.992956410107325,85.21142555117643,173.50832251354453,12.310632875670004,74.946628843106,197.1494389386105,87,0.08005696977459065,0.010007121221823831,0.35,128.92725266868177,0.0,0.023255813953488372,0,0,26.283987915407856,anchor_unreliable;period_doubling_present,5.43882304786638,3.2606341199712863,15.645214541715829,1.4284713007101193,6.172538965959319,4000.0,0.2026755754051537,630.0267779681271,1491.6536114006794,2466.4738845844295,12,,0.38529694719395385,0.3116625775885238,0.7994136406354148,0.5444444444444444,0.4666666666666667,90,False,85.21142555117643,3.2606341199712863,5.43882304786638,0.3116625775885238,0.5444444444444444,multiply_pulsed;irregular_f0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.047278940094913104
s02,C_creak,creak_cal,data/calibration/s02_passC_creak_creak_cal.wav,s02_passC_creak_creak_cal.wav,4.254145833333333,651.2540423750006,650.5143143353307,30.560517866988096,628.0111865244852,680.8049837435482,1.3974160871791197,359.09739753240217,750.0,1907,0.01670855885124761,0.002088569856405951,0.35,,0.0,0.013641133263378805,10,0,93.98718580581567,no_anchor,7.030271311150279,5.104727886091554,21.848804861504163,1.910754562646958,7.0137109438286265,4500.0,0.012916568207956142,673.7057311022963,1208.3746193759964,2632.0841485332376,13,,0.31780073666712305,0.29012645398533693,0.45810584144207434,0.5595238095238095,0.2619047619047619,336,False,628.0111865244852,5.104727886091554,7.030271311150279,0.29012645398533693,0.5595238095238095,multiply_pulsed;irregular_f0,4.209446867416389,3.978716158337246,-7.701900123730482,47.47552320582901,40.828948773365475,55.61346323615428,58.29596412556054,0.522977641001519,0.6368407644813365,0.047749266480262766
s02,C_creak,glide,data/calibration/s02_passC_creak_glide.wav,s02_passC_creak_glide.wav,2.7285625,179.75047393813884,168.66499285633125,55.02524545132809,117.74714911958145,258.69613388163117,13.62679636492142,70.22826453625021,331.5043364803845,252,0.04271784330440729,0.010679460826101822,0.35,165.40418797093338,0.7157544828157671,0.00398406374501992,8,5,100.0,,19.5252581606918,0.4889725344710976,3.5347997638937145,0.4059760135921182,19.604206542538645,5000.0,0.030039843238835046,637.2386838296184,1203.5884949868591,2604.0278629823197,13,,0.056902650946584456,0.03526842871627679,0.07328446571988954,0.03007518796992481,0.022556390977443608,266,False,117.74714911958145,0.4889725344710976,19.5252581606918,0.03526842871627679,0.03007518796992481,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.10483244781470935
s02,C_creak,roomtone,data/calibration/s02_passC_creak_roomtone.wav,s02_passC_creak_roomtone.wav,5.0036875,51.935092990092336,50.91449968497736,6.702444626492734,45.007193713155054,60.65366354691229,5.16527010789844,40.0,84.43271842240799,164,0.15,0.01875,0.35,61.06297659811426,0.3551813957538301,0.03680981595092025,0,0,63.32046332046332,anchor_unreliable;period_doubling_present,5.239251394504355,10.665949335785868,26.034820637205602,2.1380512642443614,3.5180822254939312,5250.0,0.14025027261210032,1190.8819760537453,2349.832739501118,3327.725446833877,8,,0.728661712923113,0.7176664585272157,0.9264239197441024,1.0,1.0,336,False,45.007193713155054,10.665949335785868,5.239251394504355,0.7176664585272157,1.0,multiply_pulsed;irregular_f0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0009559814583217062
s02,C_creak,sustained_a,data/calibration/s02_passC_creak_sustained_a.wav,s02_passC_creak_sustained_a.wav,3.9916666666666667,155.7670650606081,155.56400943976598,1.5656976074081879,154.20609788919876,157.71848084361608,0.389902842085724,87.01922592307247,234.92050701808773,456,0.06895028008298046,0.008618785010372557,0.35,155.56687562494577,0.9693454088132948,0.0,0,0,100.0,,23.923665390809095,0.2203918683077732,2.101616928744508,0.20312399362345845,21.00146605909887,5250.0,0.018569845178382557,615.4735914797532,1251.2593860416828,2552.8826876899793,13,,0.02416205410888438,0.023420555472695954,0.03194320158224054,0.0,0.0,392,False,154.20609788919876,0.2203918683077732,23.923665390809095,0.023420555472695954,0.0,,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.13023663468934898
